,HR surface density (g/cm2),HR surf dens radius (pc),LR surface density (g/cm2),LR surface density radius (pc),Reproj surface density (g/cm2),Reproj surf dens radius (pc),CSM surface density (g/cm2),CSM Surf Dens Radius (pc)
182,1.2283509416727703e-06,0.0002989164424405737,5.697375105053446e-05,0.0007472911061014341,,0.0007472911061014341,,0.0007472911061014341
183,1.2992046389892532e-06,0.00030054541487894195,5.768251015541607e-05,0.0007513635371973549,,0.0007513635371973549,,0.0007513635371973549
184,1.4029394370239265e-06,0.0003021743873173102,5.819416167038654e-05,0.0007554359682932755,,0.0007554359682932755,,0.0007554359682932755
185,1.516315538245711e-06,0.0003038033597556785,5.8470324857601297e-05,0.0007595083993891961,,0.0007595083993891961,,0.0007595083993891961
186,1.631149180552716e-06,0.0003054323321940467,5.846731300779508e-05,0.0007635808304851167,,0.0007635808304851167,,0.0007635808304851167
187,1.7508170725715532e-06,0.00030706130463241496,5.825832384078985e-05,0.0007676532615810373,,0.0007676532615810373,,0.0007676532615810373
188,1.8784068553538021e-06,0.0003086902770707832,5.800565959103594e-05,0.000771725692676958,,0.000771725692676958,,0.000771725692676958
189,2.0108316568184667e-06,0.00031031924950915144,5.7631278520596835e-05,0.0007757981237728786,,0.0007757981237728786,,0.0007757981237728786
190,2.1392234274851442e-06,0.0003119482219475197,5.7027446367590156e-05,0.0007798705548687991,,0.0007798705548687991,,0.0007798705548687991
191,2.2590136645222016e-06,0.00031357719438588797,5.633952058190061e-05,0.0007839429859647197,,0.0007839429859647197,,0.0007839429859647197
192,2.3705715303247254e-06,0.0003152061668242562,5.577895140500063e-05,0.0007880154170606405,,0.0007880154170606405,,0.0007880154170606405
193,2.4746131862031386e-06,0.00031683513926262445,5.536540605560798e-05,0.0007920878481565611,,0.0007920878481565611,,0.0007920878481565611
194,2.5657455661443037e-06,0.00031846411170099266,5.4941318814642134e-05,0.0007961602792524817,,0.0007961602792524817,,0.0007961602792524817
195,2.628262008371603e-06,0.000320093084139361,5.4306170858439625e-05,0.0008002327103484024,,0.0008002327103484024,,0.0008002327103484024
196,2.643987339672798e-06,0.0003217220565777292,5.3508771237556e-05,0.000804305141444323,,0.000804305141444323,,0.000804305141444323
197,2.594214670427865e-06,0.00032335102901609746,5.289259427537337e-05,0.0008083775725402436,,0.0008083775725402436,,0.0008083775725402436
